Name,Age,Nationality,Club,League,Position,PlayStyle,Overall,Potential,Value_EUR,Wage_EUR,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Acceleration,SprintSpeed,Finishing,ShotPower,LongShots,Volleys,Penalties,Vision,Crossing,ShortPassing,LongPassing,FKAccuracy,Curve,Agility,Balance,Reactions,BallControl,Composure,Interceptions,HeadingAccuracy,DefAwareness,StandingTackle,SlidingTackle,Jumping,Stamina,Strength,Aggression,WeakFoot,SkillMoves,Height_cm,Weight_kg,PreferredFoot,Form,IntCaps,IntGoals,Appearances,Goals,Assists
Joakim Lloris,22,New Zealand,Strasbourg,Ligue 1,CF,Advanced Forward,69,72,1876630,3885,78,86,71,81,33,76,83,82,81,85,81,84,93,70,64,69,76,67,77,74,73,84,82,76,41,67,32,31,34,81,74,70,71,3,1,198,71,Left,9,53,2,27,25,12
John Kubo,23,Azerbaijan,Torino,Serie A,CAM,Enganche,74,84,4840672,6686,78,82,88,85,43,67,78,83,79,76,79,88,86,90,96,91,81,81,87,88,77,91,79,81,50,71,37,37,42,66,65,61,59,5,3,188,82,Right,8,22,35,19,6,3
Xavi Oliveira,28,Serbia,Sporting CP,Primeira Liga,ST,Pressing Forward,88,90,100634745,246653,91,94,80,88,40,86,94,84,91,88,93,96,97,84,83,83,78,84,78,92,82,83,89,89,43,88,46,40,38,84,86,93,89,4,3,189,69,Left,9,36,50,33,19,1
Ilkay Blind,27,Georgia,Manchester City,Premier League,LW,Explosive Winger,91,95,102859163,242592,92,89,89,93,43,71,92,86,89,83,92,99,88,88,90,89,92,93,99,86,93,90,90,87,47,72,37,40,49,73,69,67,80,3,2,186,81,Right,5,88,24,15,7,18
Kyle van Dijk,36,Mozambique,Fenerbahce,Süper Lig,CDM,Box to Box,78,78,13871473,23510,68,64,80,79,81,82,66,68,64,64,60,70,64,84,78,86,76,69,85,84,84,80,80,72,89,84,80,78,86,77,86,83,87,5,2,185,77,Right,3,99,2,31,8,15
Pedri Witsel,23,Scotland,Leicester City,Premier League,CM,Playmaker,72,80,3713400,5436,70,72,77,78,59,73,65,72,68,74,70,65,72,76,85,77,81,71,72,83,74,79,83,70,56,77,59,55,66,75,78,73,73,5,2,170,71,Right,10,43,15,26,5,12
Arkadiusz Hoffmann,27,UAE,Mainz,Bundesliga,CDM,Anchor,67,70,838303,1621,68,56,71,75,73,72,71,71,53,61,56,57,58,79,77,77,77,61,77,77,76,76,78,71,70,73,72,77,66,66,67,70,70,4,3,184,71,Right,6,33,8,26,10,6
Militão Ilić,20,Bosnia,Villarreal,La Liga,CM,Playmaker,80,94,19330691,30830,76,74,82,78,70,75,70,83,81,75,66,64,78,90,75,77,82,89,72,72,82,76,74,77,71,80,73,66,65,83,81,70,66,4,5,180,90,Left,7,21,0,15,1,12
Blaise Moreau,20,Tanzania,Shakhtar Donetsk,Ukrainian PL,GK,Aerial Threat,76,94,7569801,12053,49,17,57,51,15,82,49,46,20,20,20,20,20,49,48,59,53,56,50,51,43,56,58,58,22,82,20,20,20,81,87,75,90,2,5,172,87,Right,8,80,13,34,5,7
Robert Alderweireld,25,Bosnia,Bayer Leverkusen,Bundesliga,CM,Mezzala,85,93,36728093,49036,80,77,88,86,71,78,77,84,84,73,78,67,73,81,96,82,85,79,85,83,82,91,86,78,70,71,66,63,77,76,76,77,78,3,1,190,77,Left,5,36,8,4,4,14
Aritz Rossi,29,Poland,Al Nassr,Saudi Pro League,CF,Advanced Forward,74,74,4426358,8870,80,88,73,87,36,70,84,85,83,89,85,93,92,74,74,69,66,84,94,88,82,85,87,88,34,72,43,29,33,65,66,73,74,4,1,181,70,Right,7,,49,24,14,1
Iker Camavinga,30,Kenya,Atletico Madrid,La Liga,CM,Box to Box,86,87,38485073,64356,75,75,81,84,62,72,79,76,70,70,81,72,77,84,86,86,79,69,86,82,80,82,91,77,69,77,63,63,70,79,68,74,68,2,4,186,82,Right,6,98,5,21,10,11
Pedri Bentancur,28,Peru,Fenerbahce,Süper Lig,RM,Inside Forward,86,88,75095414,146100,84,79,83,83,61,76,78,87,83,75,86,84,75,84,84,83,85,74,76,84,77,77,89,79,58,68,57,56,67,74,70,69,85,2,2,179,76,Right,1,99,12,1,5,7
Carlos Greco,27,New Zealand,Toronto FC,MLS,RW,Winger,76,80,9061207,14805,80,81,77,84,33,73,84,74,82,75,78,87,76,72,75,79,81,71,80,85,83,87,87,81,38,67,38,36,38,78,80,67,69,3,4,185,71,Right,2,59,3,26,0,8
Ritsu Araújo,28,Greece,Sporting CP,Primeira Liga,CF,Advanced Forward,88,90,96686528,107909,92,93,82,87,48,83,89,90,99,93,96,83,86,83,73,84,78,79,77,84,86,84,93,89,40,82,55,56,56,79,77,76,88,3,3,187,81,Left,7,97,52,38,17,17
Callum Firmino,31,Italy,Athletic Bilbao,La Liga,CM,Mezzala,83,84,24618523,40226,73,79,86,90,66,80,78,75,83,73,71,79,82,91,90,81,85,97,99,96,82,94,95,94,59,80,67,59,67,76,78,81,78,2,3,182,70,Left,6,101,15,36,1,9
Serge Evans,23,Ukraine,Inter Milan,Serie A,LB,Attacking Full Back,90,99,154620884,178546,86,66,84,77,85,84,86,85,64,67,73,63,65,78,83,90,89,82,85,71,72,81,76,82,88,86,81,87,87,76,89,81,80,3,4,193,79,Right,8,73,12,25,2,15
Max Fabinho,26,Uruguay,Club Brugge,Pro League,CM,Box to Box,80,84,11977250,30322,74,75,81,81,61,75,70,78,73,71,83,81,75,88,76,86,73,81,89,88,89,75,78,78,54,75,57,61,53,81,78,68,68,3,4,185,72,Left,1,31,4,,1,
Kevin Mbaye,33,Iceland,Rennes,Ligue 1,CAM,Enganche,77,75,5547887,7446,73,77,85,87,52,66,73,72,74,70,79,78,80,86,83,87,85,74,97,84,91,81,88,87,51,61,50,56,47,60,70,65,73,3,5,188,75,Right,9,11,32,35,0,16
Marcos Bentancur,25,Egypt,Lens,Ligue 1,RW,Inside Forward,73,81,3297234,6516,87,82,73,89,37,64,92,82,79,80,75,89,77,70,74,69,65,85,89,96,94,89,86,95,37,59,42,35,31,60,59,57,63,3,3,183,79,Right,3,74,51,8,8,13
Silvan Brozović,27,Russia,Fiorentina,Serie A,LW,Explosive Winger,73,74,4922234,6865,83,78,78,88,34,65,82,79,76,83,75,70,75,84,84,83,80,80,85,87,92,94,81,92,36,68,36,42,26,73,59,65,70,4,2,186,58,Right,6,23,31,10,0,0
Alexis Esposito,31,Czech Republic,Holstein Kiel,Bundesliga,GK,Sweeper Keeper,76,77,7036298,18041,48,18,53,46,17,79,51,48,20,22,25,20,20,49,56,53,55,55,36,41,52,49,53,44,23,72,20,20,20,74,73,73,84,3,3,183,75,Right,7,113,9,27,0,4
Son Milinković,28,Indonesia,RB Leipzig,Bundesliga,RW,Inside Forward,84,88,41952635,81779,90,82,86,89,33,71,85,86,74,84,81,72,88,93,92,88,78,93,94,85,87,92,92,96,39,75,33,27,24,70,78,72,70,3,4,191,82,Right,3,111,49,26,7,5
Rodrigo Jović,24,DR Congo,Anderlecht,Pro League,LW,Winger,72,74,2534302,6242,83,78,83,86,33,69,84,78,84,82,87,79,71,77,83,82,86,83,78,91,91,88,80,87,40,64,27,33,34,77,68,70,66,2,4,182,73,Right,6,117,6,11,4,19
Valentín Sarr,25,Iran,Tottenham,Premier League,ST,Pressing Forward,75,85,8969017,10614,80,86,70,79,36,79,85,75,85,90,86,82,78,65,61,71,65,81,75,84,84,79,72,81,39,87,41,34,27,77,83,76,78,4,4,181,60,Right,6,33,39,8,15,20
Gabriel Girard,30,Poland,Bayern Munich,Bundesliga,CF,Advanced Forward,88,86,56988559,82472,89,93,73,93,45,85,90,96,95,93,97,84,99,74,82,78,75,78,99,86,91,96,96,95,48,78,40,45,36,87,84,88,93,4,3,173,80,Right,6,118,58,2,15,14
Francesco Wagner,20,Albania,Osasuna,La Liga,LB,Attacking Full Back,71,85,1909223,2871,74,58,71,69,78,73,74,75,50,63,64,64,54,69,72,72,79,68,69,64,64,71,72,65,76,65,78,82,85,68,66,70,65,3,1,182,78,Right,6,57,9,19,5,6
Yannick Benzema,38,Hungary,Salernitana,Serie A,RW,Explosive Winger,70,70,3103994,6821,82,79,79,87,34,67,76,75,87,73,76,86,82,81,78,75,80,85,84,82,81,85,89,89,40,59,29,26,40,60,61,66,59,4,3,172,89,Right,4,41,18,20,10,4
Moussa Fischer,20,India,Lazio,Serie A,CB,Bruiser,80,94,15070102,21840,71,43,72,65,86,87,78,73,43,50,45,45,40,74,73,73,79,60,57,65,60,64,65,71,83,87,91,89,95,83,88,81,90,4,4,192,79,Left,3,11,14,19,7,7
Harry Isla,24,Bolivia,Clermont,Ligue 1,ST,Target Man,62,68,483114,1000,76,83,60,74,27,72,79,70,90,77,92,92,89,62,68,55,66,53,73,73,68,77,68,78,29,78,30,20,20,70,78,67,81,3,2,190,74,Right,6,26,37,27,10,7
Exequiel Ziyech,26,Slovakia,Leicester City,Premier League,CF,Complete Forward,70,71,2233733,3447,78,82,69,76,40,70,73,84,83,75,84,89,75,61,77,68,64,66,66,72,81,81,78,80,42,73,39,44,44,68,73,65,76,4,2,174,58,Right,5,117,27,22,,16
Richarlison Aranguiz,22,Indonesia,Sporting CP,Primeira Liga,LB,Defensive Full Back,83,91,22050913,46131,78,66,82,73,88,80,84,78,70,64,64,61,71,74,91,83,81,92,79,70,78,75,75,76,81,72,90,95,90,75,82,80,73,2,1,178,58,Right,3,10,13,38,9,16
Endrick Griezmann,37,Thailand,Wolfsburg,Bundesliga,LB,Attacking Full Back,74,74,5255320,5938,73,45,77,78,81,74,71,72,48,50,45,44,42,70,77,82,77,66,88,78,75,81,71,79,73,74,81,75,76,82,68,80,73,2,3,185,82,Left,9,102,1,34,7,15
Lautaro Herrera,29,Ecuador,Bayern Munich,Bundesliga,CDM,Defensive Midfielder,86,88,33324148,71819,74,68,83,77,85,80,80,69,75,73,72,70,67,89,79,80,86,72,87,74,72,71,72,83,89,86,82,92,93,79,79,83,83,5,4,180,68,Right,5,100,15,33,5,4
Ivan Hoffmann,20,Georgia,RB Leipzig,Bundesliga,LM,Winger,85,90,38286720,47325,87,83,85,82,52,75,90,91,82,87,92,79,91,87,81,84,77,94,72,88,76,76,81,77,60,69,55,58,54,74,79,72,74,3,3,174,74,Right,6,108,8,17,4,12
Lars Wagner,28,DR Congo,Juventus,Serie A,RB,Attacking Full Back,80,80,23662645,41368,78,57,72,71,81,71,85,75,62,61,58,55,54,66,71,78,65,72,73,69,64,69,77,71,78,76,75,88,78,75,66,74,77,4,4,184,75,Left,7,84,5,11,7,2
Ricky Müller,28,Guinea,Atletico Madrid,La Liga,CB,Bruiser,91,92,170378278,372004,78,58,79,69,92,93,85,77,50,59,64,63,63,83,72,81,78,67,71,73,76,64,71,72,94,93,91,85,85,96,94,99,94,4,2,181,76,Left,5,99,15,0,10,4
Jonas Rashford,22,Chile,Metz,Ligue 1,CB,Aerial Threat,66,70,1094670,1473,59,32,70,52,76,76,60,62,33,32,40,36,24,63,71,64,72,81,43,51,47,49,57,60,82,84,71,75,69,69,80,71,82,3,3,187,73,Right,2,113,6,,9,12
Granit Barella,32,Croatia,Napoli,Serie A,RW,Winger,79,77,16510388,34182,85,84,78,93,31,70,81,84,86,89,87,84,79,74,79,84,76,90,84,95,90,92,87,88,31,65,36,36,27,73,71,65,75,4,5,185,79,Right,10,21,4,6,9,7
Marco Santos,25,Sweden,Sheffield United,Premier League,RB,Attacking Full Back,64,67,875937,1191,71,45,67,68,78,66,66,73,38,47,41,50,39,68,69,67,59,72,65,64,63,70,62,71,86,64,78,76,77,59,62,60,61,2,3,171,75,Left,10,113,15,13,4,13
Diogo Amrabat,38,Angola,Atlanta United,MLS,RW,Winger,75,73,4481788,11375,83,85,84,85,35,72,87,83,87,84,82,85,84,79,85,81,79,79,88,91,83,85,92,84,29,78,37,42,27,77,67,68,77,3,2,178,74,Right,1,13,59,10,7,2
Juan Diallo,23,Japan,West Ham,Premier League,LB,Attacking Full Back,86,91,63562331,101537,81,58,76,77,81,80,82,87,57,52,62,64,65,74,85,77,82,72,67,81,82,82,83,76,80,81,80,80,90,76,87,82,71,2,4,170,78,Right,8,58,10,18,10,5
Kevin Moreno,30,Albania,Sheffield United,Premier League,CAM,Shadow Striker,75,76,3797724,4252,69,81,87,81,51,67,72,66,78,85,86,89,73,93,92,93,83,97,83,76,84,85,81,73,45,70,58,53,58,60,64,66,66,4,4,176,75,Right,2,71,44,13,4,
André Jones,28,Bolivia,Mallorca,La Liga,ST,Poacher,62,66,623326,1535,73,82,60,73,24,72,71,69,77,85,88,90,80,59,61,59,60,64,76,70,66,68,71,76,30,78,25,32,20,79,76,73,80,5,3,174,70,Right,8,79,23,35,17,6
Samir Smith,32,Denmark,Celta Vigo,La Liga,CDM,Box to Box,68,66,2084303,2548,67,59,70,69,80,76,67,65,64,59,50,58,57,64,61,76,69,74,79,67,74,72,67,71,87,85,83,88,88,82,76,73,85,3,2,197,79,Right,2,89,4,33,0,17
Sofiane Kouyaté,26,China,Lorient,Ligue 1,LB,Attacking Full Back,65,67,655733,1000,71,46,68,67,75,66,64,69,42,46,45,47,43,66,76,73,61,77,67,65,63,66,67,64,76,60,82,67,78,73,71,61,71,4,1,171,61,Left,10,118,9,11,10,5
Nacer Pogba,28,South Korea,Fenerbahce,Süper Lig,CM,Mezzala,88,90,95935354,147140,74,70,89,90,71,80,70,74,73,64,71,61,68,97,87,95,89,83,80,84,96,94,93,84,79,83,67,78,72,88,73,87,82,3,5,181,75,Right,8,43,15,8,1,12
Axel Wagner,30,Austria,Borussia Dortmund,Bundesliga,CAM,Enganche,91,90,140064115,386917,83,88,92,89,58,75,85,85,82,83,85,87,95,99,93,87,96,82,79,88,89,89,84,95,54,72,53,62,58,82,68,81,75,3,5,175,80,Right,8,94,51,10,6,13
Piotr Medel,21,Nigeria,Bayer Leverkusen,Bundesliga,LW,Explosive Winger,86,91,33942647,96427,91,86,87,92,40,75,89,93,93,88,90,84,93,82,89,89,79,83,87,94,85,88,90,98,36,77,35,33,39,78,74,78,77,3,3,190,80,Right,5,53,58,,4,2
Yuki Mbaye,26,Philippines,RB Leipzig,Bundesliga,GK,Sweeper Keeper,74,78,3820584,7114,49,15,55,47,14,80,54,49,20,20,20,20,20,51,62,52,53,60,56,51,55,49,51,42,20,85,21,20,20,76,87,73,86,4,2,184,75,Left,5,87,11,37,,16
Gabriel Robertson,28,Nigeria,Benfica,Primeira Liga,CM,Box to Box,76,79,10309209,11648,71,64,79,79,60,73,76,71,69,57,61,57,57,87,88,73,86,70,77,72,73,77,82,71,55,67,67,58,69,71,68,76,75,3,4,191,85,Left,3,109,7,13,1,3
Oscar Schneider,24,Zimbabwe,Borussia Dortmund,Bundesliga,GK,Shot Stopper,86,93,49867065,57850,67,24,63,54,18,85,67,65,21,24,20,20,27,67,67,60,71,58,57,48,56,49,54,49,26,80,20,21,20,78,79,83,91,4,3,182,77,Left,9,27,9,,1,16
Oscar Jorginho,26,Russia,PSV,Eredivisie,CB,Bruiser,81,84,16070460,20952,72,52,76,59,78,89,71,76,47,56,48,44,55,74,77,73,80,67,56,65,64,64,59,59,78,92,76,85,81,96,90,86,84,5,2,171,74,Right,6,,15,25,10,3
Chris Lloris,20,Germany,Brentford,Premier League,CF,False 9,74,86,5167959,10611,75,85,77,81,28,73,71,72,92,85,92,83,87,69,69,77,72,77,85,79,85,82,81,74,21,69,29,29,24,80,72,68,73,4,4,183,64,Right,7,77,9,6,21,15
Ismaila Wijnaldum,26,Albania,Celtic,Scottish Prem,ST,Pressing Forward,75,79,7276118,8755,80,87,68,76,37,79,84,82,79,92,88,89,82,73,70,67,73,67,67,79,75,73,72,77,31,72,43,38,31,81,74,72,87,5,3,180,68,Right,7,78,49,20,18,11
Koji Troost,23,Guinea,AC Milan,Serie A,CM,Playmaker,91,99,208620412,334864,77,79,92,83,67,82,74,75,84,75,85,89,73,90,92,90,85,89,91,82,82,86,87,77,62,91,65,67,60,90,82,81,79,3,1,179,70,Right,6,73,15,13,8,10
Ander Kante,31,Azerbaijan,Lorient,Ligue 1,CM,Box to Box,76,75,7283360,10870,69,77,84,78,72,69,71,75,82,84,86,87,70,92,81,83,90,76,75,73,79,78,77,80,66,66,78,77,71,70,72,64,68,3,3,186,78,Right,1,80,5,13,7,20
Axel Lozano,32,Iran,Osasuna,La Liga,RW,Explosive Winger,73,71,2968616,7853,89,80,76,86,29,72,89,94,72,73,73,80,81,70,80,75,70,76,80,82,81,89,90,94,24,79,32,37,28,79,79,66,70,4,3,181,73,Right,1,25,,17,2,1
Callum Roberts,26,Senegal,Atletico Madrid,La Liga,LW,Inside Forward,88,90,109449740,146127,88,84,89,90,37,76,87,88,83,81,79,85,91,92,89,83,82,99,81,94,89,88,91,94,38,78,44,32,45,75,82,76,79,4,5,189,81,Left,4,35,16,3,5,3
Xavi Rashford,30,Turkey,Al Ittihad,Saudi Pro League,GK,Aerial Threat,68,67,1012238,1712,47,12,58,45,12,80,54,54,20,20,20,20,20,52,60,58,60,60,35,50,38,49,48,42,20,75,20,20,20,81,78,82,73,5,2,184,79,Right,7,101,2,31,6,10
Jude Pavard,36,Tanzania,RB Leipzig,Bundesliga,CB,Aerial Threat,76,77,8958137,13232,65,47,70,63,88,85,68,67,46,54,40,51,45,70,66,64,74,77,66,65,63,59,57,66,85,94,82,80,95,90,90,92,90,5,2,184,84,Right,5,25,11,24,9,0
John Kovačić,24,Austria,Fiorentina,Serie A,RW,Winger,72,77,4799865,7716,81,76,72,90,27,65,84,84,82,70,67,81,72,74,75,76,70,82,92,94,95,95,92,90,21,59,28,20,20,67,72,61,71,3,2,179,78,Right,4,53,50,18,3,7
Axel Martínez,30,Zimbabwe,Sheffield United,Premier League,CM,Box to Box,60,59,316226,1000,65,62,74,72,55,68,58,60,69,68,61,63,67,75,73,77,74,78,72,71,69,71,76,79,51,76,61,61,47,66,63,61,66,3,3,184,81,Right,5,21,10,8,8,8
Lukas Alvarez,29,Albania,Bayern Munich,Bundesliga,LB,Attacking Full Back,83,86,29630016,34614,87,59,74,76,79,76,89,83,51,60,68,54,64,68,72,80,81,83,69,83,78,70,73,71,83,78,81,74,80,72,69,70,81,3,4,185,85,Right,3,15,6,11,8,18
Daichi Firmino,26,Mali,Rayo Vallecano,La Liga,ST,Target Man,74,78,5881620,8561,81,90,68,87,34,73,78,76,89,95,93,82,82,66,64,68,72,65,97,92,83,82,84,94,39,73,41,30,36,68,79,71,80,4,5,186,79,Left,4,110,41,3,17,12
Trent Lozano,32,Zambia,Dynamo Kyiv,Ukrainian PL,RB,Defensive Full Back,78,78,9240667,11801,82,54,72,72,76,73,82,81,48,61,60,53,50,68,72,69,80,73,71,74,65,74,66,65,84,67,77,81,80,68,73,76,82,3,3,185,89,Right,2,5,14,9,8,16
Karim Doan,27,Slovakia,Eintracht Frankfurt,Bundesliga,CDM,Box to Box,74,78,3032270,3684,63,62,80,71,79,79,65,60,57,61,70,52,54,84,74,74,77,88,76,71,75,75,75,78,80,81,83,83,79,73,74,74,70,2,3,175,81,Right,10,92,14,16,2,2
Yussuf Godín,25,Poland,Real Madrid,La Liga,RB,Attacking Full Back,84,86,28736236,57703,85,55,78,78,81,83,85,78,61,57,53,51,56,82,70,77,70,69,88,84,83,78,84,85,82,75,81,85,87,91,85,87,89,3,3,178,77,Right,5,98,15,7,2,14
Erik Bravo,30,Mozambique,Wolfsburg,Bundesliga,RB,Wing Back,66,66,1114327,2685,70,42,66,70,71,76,73,68,48,37,42,44,47,69,72,72,63,73,66,67,64,74,70,66,68,73,66,78,65,81,76,73,74,4,4,177,77,Right,6,57,0,12,7,7
Victor Ramírez,33,Ukraine,Leicester City,Premier League,RB,Defensive Full Back,77,76,8282132,16176,86,63,79,75,80,77,81,92,71,65,57,54,69,85,73,74,74,84,66,76,70,71,78,70,78,79,75,81,85,85,77,81,71,5,3,177,69,Right,2,79,7,21,0,17
Breel Chiellini,25,Russia,Real Betis,La Liga,LB,Defensive Full Back,70,73,3023014,3783,75,47,74,71,75,75,71,70,52,46,51,51,55,77,65,75,70,86,61,75,79,66,65,73,77,78,80,72,79,68,74,80,67,4,1,173,74,Left,5,64,8,26,10,16
Tobias Havertz,22,Turkey,Almeria,La Liga,RW,Winger,61,71,540614,1000,78,74,72,84,26,60,80,81,80,78,76,84,78,70,72,67,65,77,84,83,80,86,85,85,24,53,27,27,33,62,65,63,56,4,3,193,85,Right,1,105,33,9,7,17
Juan Aribo,28,Australia,Atletico Madrid,La Liga,GK,Aerial Threat,86,87,73361206,110985,61,21,62,60,22,92,63,63,20,20,21,20,20,66,69,67,61,53,60,61,58,66,58,66,20,87,26,27,26,86,86,85,96,5,2,177,67,Right,9,45,3,36,7,7
Pedri Lazović,26,Albania,Rayo Vallecano,La Liga,LB,Wing Back,68,70,1796672,2357,70,49,70,65,70,71,65,74,57,55,56,42,47,76,76,64,67,75,66,72,60,68,71,70,65,65,68,71,62,79,66,65,73,3,3,177,66,Right,7,56,15,26,2,15
Hiroki Kouyaté,16,Austria,Lorient,Ligue 1,CDM,Defensive Midfielder,69,81,1134635,2287,64,64,79,69,75,78,69,63,71,70,59,58,72,85,84,83,85,71,69,63,74,69,65,73,77,86,68,81,74,72,84,73,69,4,1,174,78,Right,8,0,11,2,9,14
André Kostić,29,Bosnia,Strasbourg,Ligue 1,LW,Inside Forward,75,79,7114158,16279,89,81,78,84,30,67,93,95,87,75,89,90,83,82,87,72,85,66,84,83,81,84,77,92,32,70,27,24,24,62,68,62,67,4,3,183,83,Right,8,64,7,34,0,6
Marcus Rodrigues,21,Netherlands,Celtic,Scottish Prem,LB,Defensive Full Back,74,78,4322219,5635,82,51,73,68,70,75,84,78,58,52,58,53,46,73,65,72,79,78,71,62,75,62,67,67,62,74,71,65,68,71,72,77,79,2,5,186,73,Right,7,12,13,16,1,7
Dries Moreno,26,Argentina,AC Milan,Serie A,LM,Wide Midfielder,84,85,34119202,65362,87,73,80,88,51,73,93,90,71,75,80,72,66,77,88,83,74,77,80,87,83,84,92,88,56,70,53,59,52,75,76,70,78,3,3,171,79,Left,8,106,,30,4,12
Luca Perišić,25,Russia,Porto,Primeira Liga,CDM,Defensive Midfielder,82,87,24772940,36112,66,70,79,74,84,86,72,72,76,73,64,71,74,82,82,75,71,70,78,72,72,75,67,73,76,85,87,87,81,80,92,88,86,4,3,173,76,Right,1,86,15,34,10,17
Jordan Foden,28,Venezuela,Fiorentina,Serie A,CF,False 9,81,83,12666063,14831,86,88,77,83,41,75,90,80,84,85,97,85,96,77,74,81,69,87,90,85,83,87,84,89,33,79,44,34,42,80,81,74,74,4,2,165,79,Left,5,72,10,36,19,2
Alessandro Suárez,30,UAE,Rayo Vallecano,La Liga,CB,Aerial Threat,81,80,21316910,54103,62,43,75,72,86,84,69,58,41,38,44,42,37,70,66,76,80,63,80,77,74,70,68,67,93,82,84,79,87,92,89,80,77,3,2,179,86,Left,1,50,2,1,3,13
Facundo Ramírez,22,Egypt,Rayo Vallecano,La Liga,CF,False 9,69,78,2034570,4655,76,80,69,80,39,73,78,81,85,76,71,84,84,75,73,72,64,67,90,83,72,81,81,82,37,67,33,31,32,71,80,75,68,5,3,179,73,Left,8,7,40,6,17,12
Kai Niasse,18,Zimbabwe,Celta Vigo,La Liga,RW,Winger,79,91,16791919,20859,90,83,80,95,37,67,88,83,91,85,78,74,82,88,88,74,85,79,91,91,93,99,89,97,35,73,41,43,38,69,69,64,71,2,1,178,85,Right,9,83,19,34,2,19
Ryan Alderweireld,26,Finland,PSV,Eredivisie,CM,Mezzala,73,76,3221058,9124,65,72,78,84,66,68,62,65,70,75,81,73,65,70,75,75,79,71,81,91,84,89,79,86,65,64,62,58,62,68,75,62,59,4,3,189,76,Right,6,103,6,0,1,17
Declan Acuña,30,Mozambique,AC Milan,Serie A,RW,Winger,81,80,28858563,43592,90,81,80,91,35,69,93,86,74,86,90,77,82,76,81,77,73,88,89,97,87,93,93,98,33,62,40,42,28,66,70,68,76,3,3,174,79,Right,2,15,59,12,6,10
Ansu Lukić,36,Jamaica,Rayo Vallecano,La Liga,CM,Mezzala,71,70,3360657,3784,65,68,83,77,63,65,67,60,71,65,76,60,64,77,83,84,91,82,74,79,70,78,78,79,68,70,63,68,67,68,70,65,66,4,3,183,74,Right,10,83,7,28,6,13
Ilkay Valverde,30,Rwanda,Sevilla,La Liga,CDM,Defensive Midfielder,86,84,45629615,106860,76,74,85,80,86,84,80,82,74,70,69,81,74,77,85,83,88,85,82,86,72,81,83,88,82,87,82,85,83,91,80,85,93,2,4,183,73,Right,5,118,3,2,5,10
Matteo Greco,26,Qatar,Rayo Vallecano,La Liga,CF,Advanced Forward,80,82,21501680,32092,88,84,81,89,40,71,87,87,88,89,92,83,86,73,90,87,74,73,83,87,93,89,85,93,34,79,39,38,46,66,69,73,76,3,5,176,86,Left,9,3,36,19,0,11
Trent Colombo,25,Belgium,Salernitana,Serie A,RW,Winger,65,68,984612,1854,78,74,76,83,26,61,77,77,71,68,69,81,79,83,69,76,74,68,79,80,88,88,86,90,23,70,23,24,33,67,58,57,52,4,3,178,68,Right,5,26,42,29,,10
Unai Jović,34,Argentina,Anderlecht,Pro League,LB,Wing Back,78,79,14567662,16405,79,60,81,75,77,76,83,78,66,59,56,68,55,85,73,78,78,77,85,76,76,79,82,69,75,82,76,72,79,70,81,70,83,4,3,180,68,Right,2,36,14,19,2,5
Alejandro Van Dijk,27,India,Inter Miami,MLS,CF,Advanced Forward,74,75,4082333,4703,77,87,73,83,37,74,77,77,93,81,80,94,86,79,68,74,73,66,78,89,75,86,77,80,38,68,38,41,33,68,77,79,65,2,3,185,72,Right,6,95,12,0,22,10
Alexis Saka,30,Bosnia,PSV,Eredivisie,RW,Explosive Winger,83,81,23727163,61628,85,85,88,87,35,73,81,81,79,78,89,75,77,90,85,92,82,83,80,92,84,92,82,80,40,80,29,37,36,71,75,69,81,3,3,182,78,Left,2,49,28,0,6,7
Idrissa Bruno,28,China,Lecce,Serie A,CAM,Shadow Striker,67,68,845869,1242,73,80,82,80,42,68,67,77,77,77,74,89,82,86,77,81,79,90,80,86,87,75,78,72,48,71,43,41,49,60,64,61,62,3,3,180,68,Right,2,84,41,2,3,19
John Bellingham,31,Brazil,Ajax,Eredivisie,CDM,Defensive Midfielder,79,80,9004391,18376,69,55,82,74,82,82,66,74,47,51,56,55,54,80,90,76,81,91,71,76,78,76,72,71,88,73,76,89,75,80,75,85,77,3,2,182,81,Right,10,56,10,20,0,13
Ruben Tomiyasu,23,Sweden,Manchester City,Premier League,RB,Wing Back,84,89,38519364,49006,85,58,82,77,79,81,80,85,64,57,65,67,63,78,88,76,86,83,69,82,78,80,78,73,76,80,78,85,79,87,78,80,89,3,4,177,82,Right,4,38,14,12,7,11
Emmanuel Sánchez,27,Jamaica,Real Betis,La Liga,LW,Winger,70,73,1720491,3162,88,78,75,84,29,67,90,83,76,83,82,76,81,83,81,79,78,85,75,87,88,84,88,83,28,73,22,32,20,63,64,69,72,5,4,169,67,Right,7,95,31,37,0,3
Dennis Fischer,20,Bosnia,Liverpool,Premier League,RW,Inside Forward,83,88,21042650,47393,92,90,82,89,38,75,91,97,84,84,99,91,86,82,79,87,86,92,88,82,86,90,82,84,32,79,39,43,38,80,70,70,77,5,3,174,77,Right,7,21,16,32,10,18
Juan Van Dijk,30,Norway,Atalanta,Serie A,LB,Attacking Full Back,81,79,21053255,45569,83,58,81,65,82,74,80,77,60,51,67,55,65,88,75,75,74,77,55,68,58,60,61,73,74,77,84,90,81,81,74,79,75,4,2,168,80,Right,5,115,14,6,2,2
